Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type
11:22:16,5/7/2026,8022304418,3362650763,6318.27,UK pounds,UK pounds,UK,UK,ACH
11:22:22,5/7/2026,8203229522,7963107269,8612.47,UK pounds,UK pounds,UK,UK,Debit card
11:22:24,5/7/2026,1915450576,2088570270,18234.69,UK pounds,UK pounds,UK,UK,Credit card
11:22:26,5/7/2026,6365431447,318637045,800.65,UK pounds,UK pounds,UK,UK,Credit card
11:22:33,5/7/2026,5224954510,2624123113,10781.33,UK pounds,UK pounds,UK,UK,ACH
11:22:40,5/7/2026,3510078932,2436228903,7037.43,UK pounds,Mexican Peso,UK,Mexico,Cross-border
11:22:43,5/7/2026,6086421020,1253036863,23977.34,UK pounds,Mexican Peso,UK,Mexico,Cross-border
11:22:45,5/7/2026,8794766352,5800246902,4580.72,UK pounds,UK pounds,UK,UK,Cheque
11:22:49,5/7/2026,2104849384,9682128907,101.93,UK pounds,UK pounds,UK,UK,Cheque
11:22:51,5/7/2026,2797271466,4525312913,12808.01,UK pounds,UK pounds,UK,UK,Credit card
11:22:55,5/7/2026,4821439899,4561903097,256915.91,UK pounds,UK pounds,UK,UK,ACH
11:22:57,5/7/2026,8456279067,3461031378,1108.18,UK pounds,UK pounds,UK,UK,Debit card
11:23:02,5/7/2026,109525315,8518184956,39105.82,UK pounds,UK pounds,UK,UK,ACH
11:23:04,5/7/2026,5992929221,5957334674,3890.46,UK pounds,UK pounds,UK,UK,Debit card
11:23:06,5/7/2026,369175348,1431561040,12330.07,UK pounds,UK pounds,UK,UK,Cheque
11:23:12,5/7/2026,2241044938,840214522,1021.47,UK pounds,UK pounds,UK,UK,ACH
11:23:14,5/7/2026,1432278808,7223854145,2524.61,UK pounds,UK pounds,UK,UK,ACH
11:23:16,5/7/2026,4758769703,2358786715,7907.12,UK pounds,UK pounds,UK,UK,ACH
11:23:20,5/7/2026,5293429200,2077669666,21771.73,UK pounds,UK pounds,UK,UK,Credit card
11:23:22,5/7/2026,7501327339,8061984977,9468.71,UK pounds,UK pounds,UK,UK,Debit card
11:23:24,5/7/2026,4812815165,6752804650,56.52,UK pounds,UK pounds,UK,UK,ACH
11:23:25,5/7/2026,6424834252,5086203814,328.09,UK pounds,UK pounds,UK,UK,Credit card
11:23:26,5/7/2026,6401711429,2315973363,4304.64,UK pounds,UK pounds,UK,UK,Cash Deposit
11:23:36,5/7/2026,255845645,7080357663,10640.09,UK pounds,UK pounds,UK,UK,Debit card
11:23:37,5/7/2026,4344759414,2138505015,10179.93,UK pounds,Dirham,UK,UAE,Cross-border
11:23:38,5/7/2026,7125011674,6034997194,5181.93,UK pounds,UK pounds,UK,UK,Credit card
11:23:44,5/7/2026,2601687073,7892884492,9088.05,UK pounds,US dollar,UK,USA,Cross-border
11:23:44,5/7/2026,1261815001,4005549524,175632.26,Euro,UK pounds,UK,UK,Credit card
11:23:44,5/7/2026,7758268667,6000485397,9305.72,UK pounds,UK pounds,UK,UK,Credit card
11:23:45,5/7/2026,2550540287,5429542073,3468.06,UK pounds,UK pounds,UK,UK,Debit card
11:23:45,5/7/2026,3168051873,6160971830,5856.33,UK pounds,UK pounds,UK,UK,Debit card
11:23:45,5/7/2026,8723479480,4075469126,2213.57,UK pounds,UK pounds,UK,UK,Cheque
11:23:48,5/7/2026,2293206956,1928158606,3418.37,UK pounds,UK pounds,UK,UK,Cash Deposit
11:23:50,5/7/2026,7860334742,960080488,3994.64,UK pounds,UK pounds,UK,UK,Cheque
11:23:50,5/7/2026,553769606,9020866719,2767.73,UK pounds,UK pounds,UK,UK,Cash Deposit
11:23:50,5/7/2026,6476703638,6932637269,9005.41,UK pounds,UK pounds,UK,UK,Debit card
11:23:54,5/7/2026,853324983,8687258534,4882.47,UK pounds,UK pounds,UK,UK,Cheque
11:23:58,5/7/2026,2365007895,8015553278,6915.95,UK pounds,Moroccan dirham,UK,UK,Cheque
11:23:59,5/7/2026,2595228252,5475645880,896.81,UK pounds,UK pounds,UK,UK,ACH
11:24:06,5/7/2026,2470596478,7013250027,5601.06,UK pounds,UK pounds,UK,UK,ACH
11:24:09,5/7/2026,8487080282,5708936901,5793.8,UK pounds,UK pounds,UK,UK,Cheque
11:24:09,5/7/2026,3985941315,9187254272,121.53,UK pounds,UK pounds,UK,UK,Credit card
11:24:10,5/7/2026,4678874499,3220735304,9750.46,UK pounds,UK pounds,UK,UK,Debit card
11:24:11,5/7/2026,3452368468,5517479211,13529.2,UK pounds,Moroccan dirham,UK,UK,ACH
11:24:13,5/7/2026,4325749007,6016364895,4967.05,UK pounds,UK pounds,UK,UK,Cheque
11:24:15,5/7/2026,6562248766,6444220418,20038.85,UK pounds,UK pounds,UK,UK,ACH
11:24:18,5/7/2026,5269615347,5585788028,4208.94,UK pounds,UK pounds,UK,UK,ACH
11:24:18,5/7/2026,5520808053,1377603863,8937.37,UK pounds,UK pounds,UK,UK,ACH
11:24:22,5/7/2026,1958294737,1493436023,7676.37,UK pounds,UK pounds,UK,UK,ACH
11:24:26,5/7/2026,2806740273,6829585528,17548.07,UK pounds,UK pounds,UK,UK,Credit card
11:24:30,5/7/2026,5773237167,2377605575,692.88,UK pounds,UK pounds,UK,UK,Cash Deposit
11:24:33,5/7/2026,8121014003,1316458123,6412.57,UK pounds,Mexican Peso,UK,Mexico,Cross-border
11:24:34,5/7/2026,1404601227,9383279530,2640.24,UK pounds,UK pounds,UK,UK,Credit card
11:24:36,5/7/2026,7897042353,393778790,4261.97,UK pounds,UK pounds,UK,UK,Credit card
11:24:36,5/7/2026,7862822926,8189670742,9244.55,UK pounds,UK pounds,UK,UK,ACH
11:24:38,5/7/2026,3523180313,2886347067,4734.61,UK pounds,UK pounds,UK,UK,Credit card
11:24:41,5/7/2026,4420291115,6586021733,171.38,UK pounds,UK pounds,UK,UK,Cash Withdrawal
11:24:43,5/7/2026,5536806270,4798130884,953.71,UK pounds,UK pounds,UK,UK,Debit card
11:24:48,5/7/2026,1419661241,409707192,15622.36,UK pounds,UK pounds,UK,UK,Debit card
11:24:49,5/7/2026,3255044891,9023303777,782.24,Euro,UK pounds,Italy,UK,Cross-border
11:24:50,5/7/2026,5333549678,7160736915,13389.43,UK pounds,UK pounds,UK,UK,Cheque
11:24:50,5/7/2026,6904668523,3087234008,4959.51,UK pounds,UK pounds,UK,UK,Cheque
11:24:58,5/7/2026,9075353483,1184309847,4746.1,UK pounds,UK pounds,UK,UK,Cheque
11:24:59,5/7/2026,3262475851,5228043856,76.89,UK pounds,UK pounds,UK,UK,Cash Withdrawal
11:24:59,5/7/2026,804196431,5206282034,2777.72,UK pounds,UK pounds,UK,UK,Cheque
11:25:00,5/7/2026,4044517635,5608196035,13783.96,UK pounds,UK pounds,UK,UK,Cheque
11:25:03,5/7/2026,9368669603,3200758318,517.36,UK pounds,UK pounds,UK,UK,Cash Deposit
11:25:08,5/7/2026,7576934528,4938894139,351.59,UK pounds,UK pounds,UK,UK,Credit card
11:25:08,5/7/2026,1551228889,9105769228,5897.23,UK pounds,UK pounds,UK,UK,Debit card
11:25:13,5/7/2026,9534729015,8091763232,5959.69,UK pounds,UK pounds,UK,UK,ACH
11:25:15,5/7/2026,3030213922,1377603863,7171.3,UK pounds,UK pounds,UK,UK,Credit card
11:25:16,5/7/2026,671335523,2962433233,2454.98,UK pounds,UK pounds,UK,UK,Debit card
11:25:18,5/7/2026,8456279067,1194597483,9307.22,UK pounds,Albanian lek,UK,UK,ACH
11:25:18,5/7/2026,2966469026,2398834865,760.47,UK pounds,UK pounds,UK,UK,Cash Deposit
11:25:19,5/7/2026,814398102,6144510455,1811.33,UK pounds,UK pounds,UK,UK,Cash Deposit
11:25:22,5/7/2026,8474309857,9128833874,966.4,UK pounds,UK pounds,UK,UK,Cheque
11:25:30,5/7/2026,6456964355,6646502650,5664.27,UK pounds,Euro,UK,France,Cross-border
11:25:34,5/7/2026,8588054322,3855446173,451.17,UK pounds,UK pounds,UK,UK,ACH
11:25:36,5/7/2026,8268435765,1465487567,28965.35,UK pounds,UK pounds,UK,UK,ACH
11:25:36,5/7/2026,6742623852,551907699,8623.32,UK pounds,UK pounds,UK,UK,Cheque
11:25:37,5/7/2026,8149641598,4088358193,2188.21,UK pounds,UK pounds,UK,UK,Cheque
11:25:42,5/7/2026,7184500613,6852801514,4499.97,UK pounds,UK pounds,UK,UK,Cash Deposit
11:25:46,5/7/2026,7814060053,6444220418,9501.48,UK pounds,UK pounds,UK,UK,Debit card
11:25:56,5/7/2026,3614082527,3833545196,15340.28,UK pounds,UK pounds,UK,UK,Debit card
11:25:57,5/7/2026,6591575750,848260779,10604.07,UK pounds,UK pounds,UK,UK,Cheque
11:25:57,5/7/2026,2563576645,3677805310,14041.97,UK pounds,UK pounds,UK,UK,Debit card
11:26:05,5/7/2026,675669049,9462027504,9719,UK pounds,UK pounds,UK,UK,Cheque
11:26:05,5/7/2026,8019506199,8838875420,3607.45,UK pounds,UK pounds,UK,UK,Cheque
11:26:06,5/7/2026,8815281448,1418836768,7617.18,UK pounds,UK pounds,UK,UK,ACH
11:26:08,5/7/2026,2032861182,1309453058,8708.29,UK pounds,UK pounds,UK,UK,Credit card
11:26:09,5/7/2026,4121324384,8777101435,18469.73,Euro,UK pounds,Spain,UK,Cross-border
11:26:09,5/7/2026,9534729015,6566600689,20574.18,UK pounds,UK pounds,UK,UK,Debit card
11:26:14,5/7/2026,6904668523,9440622206,7650.48,UK pounds,UK pounds,UK,UK,Cheque
11:26:15,5/7/2026,8903537997,3104409213,17709.4,UK pounds,UK pounds,UK,UK,Debit card
11:26:16,5/7/2026,6205807605,206717570,6878.71,UK pounds,UK pounds,UK,UK,Debit card
11:26:16,5/7/2026,6518030994,5003020706,286.69,UK pounds,UK pounds,UK,UK,Credit card
11:26:18,5/7/2026,6630041445,1316458123,12910.74,UK pounds,Mexican Peso,UK,Mexico,Cross-border
11:26:19,5/7/2026,712466523,8518184956,7513.86,UK pounds,UK pounds,UK,UK,ACH
11:26:19,5/7/2026,3556772030,409707192,8647.35,UK pounds,UK pounds,UK,UK,Cheque
11:26:20,5/7/2026,5623172625,2900009696,3055.28,UK pounds,UK pounds,UK,UK,Cash Deposit
11:26:24,5/7/2026,2020708263,409707192,6355.03,UK pounds,UK pounds,UK,UK,Debit card
11:26:25,5/7/2026,6086421020,6624920676,6259.99,UK pounds,UK pounds,UK,UK,Debit card
11:26:25,5/7/2026,7501327339,1073749339,15856.21,UK pounds,UK pounds,UK,UK,Credit card
11:26:28,5/7/2026,728900305,9677012133,133287.44,UK pounds,UK pounds,UK,UK,ACH
11:26:28,5/7/2026,6808288746,979251512,3698.02,UK pounds,UK pounds,UK,UK,ACH
11:26:28,5/7/2026,8384366919,6764368893,778.03,UK pounds,UK pounds,UK,UK,ACH
11:26:30,5/7/2026,6541552727,7752965423,11238.42,UK pounds,UK pounds,UK,UK,ACH
11:26:30,5/7/2026,3872905862,9076373256,10144.01,UK pounds,UK pounds,UK,UK,Debit card
11:26:32,5/7/2026,9828143010,5628674969,8341.08,UK pounds,UK pounds,UK,UK,Credit card
11:26:32,5/7/2026,4055341799,6435257316,621.16,UK pounds,UK pounds,UK,UK,ACH
11:26:34,5/7/2026,2448237201,5571403856,500.83,UK pounds,UK pounds,UK,UK,Debit card
11:26:37,5/7/2026,6949764034,1612314007,14556.67,UK pounds,UK pounds,UK,UK,Cheque
11:26:38,5/7/2026,6421474785,7199625988,10797.35,UK pounds,UK pounds,UK,UK,Credit card
11:26:41,5/7/2026,7501327339,6357364082,5653.43,UK pounds,UK pounds,UK,UK,Debit card
11:26:44,5/7/2026,3741000234,1377603863,22044.35,UK pounds,UK pounds,UK,UK,Debit card
11:26:47,5/7/2026,6129524035,3733600285,1490.74,UK pounds,UK pounds,UK,UK,ACH
11:26:48,5/7/2026,883898143,2477907704,4355.57,UK pounds,UK pounds,UK,UK,Credit card
11:26:55,5/7/2026,3915529544,4115065228,2119.84,UK pounds,UK pounds,UK,UK,Cash Deposit
11:26:58,5/7/2026,2921941084,8782918179,5979.22,UK pounds,UK pounds,UK,UK,Cheque
11:26:58,5/7/2026,4150879707,409707192,10715.77,UK pounds,UK pounds,UK,UK,Credit card
11:27:02,5/7/2026,7758268667,1709703404,5484.64,UK pounds,UK pounds,UK,UK,Credit card
11:27:02,5/7/2026,8273126721,409707192,6065.58,UK pounds,UK pounds,UK,UK,Debit card
11:27:05,5/7/2026,8413737228,4818981805,6771.02,UK pounds,UK pounds,UK,UK,Credit card
11:27:07,5/7/2026,8203229522,7963107269,8527.87,UK pounds,UK pounds,UK,UK,Debit card
11:27:11,5/7/2026,4995379766,1431561040,5973.3,UK pounds,UK pounds,UK,UK,Debit card
11:27:15,5/7/2026,1304411851,5708936901,10510.89,UK pounds,UK pounds,UK,UK,Cheque
11:27:16,5/7/2026,4121324384,114960068,8552.05,Euro,Dirham,Spain,UAE,Cross-border
11:27:17,5/7/2026,3563438570,5644680287,482.68,UK pounds,UK pounds,UK,UK,ACH
11:27:17,5/7/2026,6057444675,7534790776,5542.57,UK pounds,UK pounds,UK,UK,Cheque
11:27:18,5/7/2026,1008340236,2437535257,2028.31,UK pounds,UK pounds,UK,UK,ACH
11:27:19,5/7/2026,6083553514,4400610505,5512.68,UK pounds,UK pounds,UK,UK,Debit card
11:27:21,5/7/2026,3221380947,7516271485,1503.18,UK pounds,UK pounds,UK,UK,Cheque
11:27:24,5/7/2026,6431038386,4336977506,12634.95,UK pounds,UK pounds,UK,UK,Credit card
11:27:27,5/7/2026,5045265825,7871246050,14246.5,UK pounds,UK pounds,UK,UK,ACH
11:27:29,5/7/2026,6904668523,1546051426,5641.75,UK pounds,UK pounds,UK,UK,Credit card
11:27:30,5/7/2026,8805937509,3605646126,1256.06,UK pounds,UK pounds,UK,UK,Cash Deposit
11:27:30,5/7/2026,8353784441,8032454675,2168.64,UK pounds,UK pounds,UK,UK,Credit card
11:27:31,5/7/2026,1832920542,5053780136,1348.6,UK pounds,UK pounds,UK,UK,Cash Deposit
11:27:33,5/7/2026,1690402085,6966828816,1402.83,UK pounds,UK pounds,UK,UK,Debit card
11:27:34,5/7/2026,708532822,717744113,5127.33,UK pounds,UK pounds,UK,UK,Cash Deposit
11:27:38,5/7/2026,8883997544,1465487567,8445.54,UK pounds,UK pounds,UK,UK,Debit card
11:27:38,5/7/2026,1074859180,5363117119,17324.6,UK pounds,UK pounds,UK,UK,Cheque
11:27:40,5/7/2026,9535123317,8706601992,10604.45,UK pounds,UK pounds,UK,UK,ACH
11:27:43,5/7/2026,6577066451,4143157809,5360.63,UK pounds,UK pounds,UK,UK,Credit card
11:27:47,5/7/2026,6976962403,3008027775,519.07,UK pounds,UK pounds,UK,UK,Credit card
11:27:49,5/7/2026,5534307473,409707192,5501.15,UK pounds,UK pounds,UK,UK,Credit card
11:27:58,5/7/2026,1226944129,2534644942,13085.62,UK pounds,Euro,UK,France,Cross-border
11:27:59,5/7/2026,4121324384,3405158611,6494.05,Euro,UK pounds,Spain,UK,Cross-border
11:28:02,5/7/2026,1074859180,5363117119,17349.95,UK pounds,UK pounds,UK,UK,Debit card
11:28:11,5/7/2026,6086421020,1695365423,6503.58,UK pounds,UK pounds,UK,UK,Credit card
11:28:15,5/7/2026,6760427237,7080357663,6879.86,UK pounds,UK pounds,UK,UK,Debit card
11:28:16,5/7/2026,1730350525,4336977506,7219.86,UK pounds,UK pounds,UK,UK,Cheque
11:28:18,5/7/2026,4684563438,1320927231,9681.51,UK pounds,UK pounds,UK,UK,ACH
11:28:18,5/7/2026,637906602,5785452477,473.48,UK pounds,UK pounds,UK,UK,ACH
11:28:19,5/7/2026,3452368468,4833559204,10293.23,UK pounds,UK pounds,UK,UK,ACH
11:28:20,5/7/2026,8047909179,2584568182,2753.64,UK pounds,UK pounds,UK,UK,Credit card
11:28:20,5/7/2026,3030213922,1377603863,7090.59,UK pounds,UK pounds,UK,UK,Credit card
