Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type
12:45:00,5/7/2026,763730750,7596697023,694.12,UK pounds,UK pounds,UK,UK,Credit card
12:45:02,5/7/2026,3883907165,9663002809,1032.26,UK pounds,UK pounds,UK,UK,Debit card
12:45:03,5/7/2026,2030127815,7412789597,10869.63,UK pounds,UK pounds,UK,UK,ACH
12:45:03,5/7/2026,2049525961,6233217293,5483.39,UK pounds,UK pounds,UK,UK,Credit card
12:45:04,5/7/2026,8673917867,488828934,608.18,UK pounds,UK pounds,UK,UK,Debit card
12:45:08,5/7/2026,6500267083,5466123934,8060.25,UK pounds,UK pounds,UK,UK,Cheque
12:45:11,5/7/2026,3730404955,1072942380,15674.01,UK pounds,UK pounds,UK,UK,Credit card
12:45:12,5/7/2026,6057444675,9106702668,12066.3,UK pounds,UK pounds,UK,UK,ACH
12:45:22,5/7/2026,4050064188,8496082065,1229.46,UK pounds,UK pounds,UK,UK,Debit card
12:45:23,5/7/2026,7166052239,8172080174,7004.45,UK pounds,UK pounds,UK,UK,Credit card
12:45:24,5/7/2026,315737488,8048071901,10218.65,UK pounds,UK pounds,UK,UK,ACH
12:45:27,5/7/2026,2023070355,3084479105,946.87,UK pounds,UK pounds,UK,UK,Debit card
12:45:29,5/7/2026,5982914936,7504808702,16670.04,UK pounds,UK pounds,UK,UK,Cheque
12:45:31,5/7/2026,7991409048,3993366206,107.09,UK pounds,UK pounds,UK,UK,Cash Withdrawal
12:45:33,5/7/2026,9734083970,6917865488,13894.37,UK pounds,UK pounds,UK,UK,Credit card
12:45:38,5/7/2026,8952177221,6345374341,8004.58,UK pounds,UK pounds,UK,UK,Debit card
12:45:43,5/7/2026,3709430533,7472952117,7045.17,UK pounds,UK pounds,UK,UK,Credit card
12:45:45,5/7/2026,1002754336,59113258,2430.48,UK pounds,UK pounds,UK,UK,Cash Deposit
12:45:54,5/7/2026,125607378,6073604896,1471.77,UK pounds,UK pounds,UK,UK,Credit card
12:45:58,5/7/2026,6057444675,9018284593,5733.62,UK pounds,UK pounds,UK,UK,Cheque
12:46:05,5/7/2026,1154272532,9040068292,2477.83,UK pounds,UK pounds,UK,UK,Credit card
12:46:06,5/7/2026,8365941229,6444220418,8402.63,UK pounds,UK pounds,UK,UK,ACH
12:46:09,5/7/2026,4500681468,4270968526,2401.93,UK pounds,UK pounds,UK,UK,Credit card
12:46:10,5/7/2026,9734976881,2694436648,5045.65,UK pounds,UK pounds,UK,UK,Cheque
12:46:12,5/7/2026,9734083970,7577540230,7232.34,UK pounds,UK pounds,UK,UK,Credit card
12:46:14,5/7/2026,5748489103,5971760311,3252.35,UK pounds,US dollar,UK,USA,Cross-border
12:46:16,5/7/2026,6541552727,5393260130,8298.84,UK pounds,Swiss franc,UK,Switzerland,Cross-border
12:46:18,5/7/2026,5198228620,2010672441,1412.67,UK pounds,UK pounds,UK,UK,Cash Deposit
12:46:23,5/7/2026,7501327339,9848553102,10366.82,UK pounds,UK pounds,UK,UK,Debit card
12:46:24,5/7/2026,703647888,1431561040,19782.73,UK pounds,UK pounds,UK,UK,ACH
12:46:24,5/7/2026,2921862078,5708936901,9590.03,UK pounds,UK pounds,UK,UK,Debit card
12:46:25,5/7/2026,1915450576,3772874052,11061.36,UK pounds,Turkish lira,UK,Turkey,Cross-border
12:46:26,5/7/2026,6261555351,7796880373,426.82,UK pounds,UK pounds,UK,UK,Cash Deposit
12:46:29,5/7/2026,6540809965,5579295130,9783.19,Dirham,UK pounds,UAE,UK,Cross-border
12:46:38,5/7/2026,2365007895,5832927076,9897.61,UK pounds,UK pounds,UK,UK,Credit card
12:46:39,5/7/2026,7421451752,1702377336,6652.68,UK pounds,UK pounds,UK,UK,ACH
12:46:41,5/7/2026,4832545412,1593175702,102.29,UK pounds,UK pounds,UK,UK,Cash Withdrawal
12:46:48,5/7/2026,9746384104,6973117783,4694.24,UK pounds,Mexican Peso,UK,Mexico,Cross-border
12:46:52,5/7/2026,4611389784,687183818,140.99,UK pounds,UK pounds,UK,UK,Debit card
12:46:54,5/7/2026,6086421020,8140432476,7760.85,UK pounds,UK pounds,UK,UK,Cheque
12:46:59,5/7/2026,2548803528,4551471712,4316.27,UK pounds,UK pounds,UK,UK,ACH
12:47:00,5/7/2026,6216316627,5466123934,7893.44,UK pounds,UK pounds,UK,UK,Cheque
12:47:01,5/7/2026,8703231038,4388814424,11259.75,UK pounds,UK pounds,UK,UK,ACH
12:47:03,5/7/2026,7816440666,822880832,4258.38,UK pounds,UK pounds,UK,UK,ACH
12:47:06,5/7/2026,4924420105,9564235003,3643.87,UK pounds,UK pounds,UK,UK,ACH
12:47:10,5/7/2026,1513297635,1526933793,1332.29,UK pounds,UK pounds,UK,UK,Credit card
12:47:14,5/7/2026,9226756684,5858369125,17468.58,UK pounds,UK pounds,UK,UK,Cheque
12:47:18,5/7/2026,2118974217,1433435465,1054.58,UK pounds,UK pounds,UK,UK,ACH
12:47:18,5/7/2026,3299961738,8352571580,10889.98,UK pounds,UK pounds,UK,UK,Debit card
12:47:23,5/7/2026,3658332196,1465487567,11837.56,UK pounds,UK pounds,UK,UK,Debit card
12:47:28,5/7/2026,3741000234,1377603863,21999.87,UK pounds,UK pounds,UK,UK,ACH
12:47:29,5/7/2026,8456279067,8073790137,9845.09,UK pounds,Euro,UK,Germany,Cross-border
12:47:32,5/7/2026,6958721932,5335763850,1820.13,UK pounds,UK pounds,UK,UK,Credit card
12:47:34,5/7/2026,7327027507,4119784181,9513.93,UK pounds,UK pounds,UK,UK,ACH
12:47:36,5/7/2026,4939108392,4281746314,5500.32,UK pounds,Turkish lira,UK,Turkey,Cross-border
12:47:38,5/7/2026,2412955813,5103043844,43228.82,UK pounds,Naira,UK,Nigeria,Cross-border
12:47:38,5/7/2026,3412872591,9426285596,1091.35,UK pounds,UK pounds,UK,UK,Debit card
12:47:42,5/7/2026,5691675777,6615179883,16095.05,UK pounds,UK pounds,UK,UK,Cheque
12:47:47,5/7/2026,5027448664,393509754,7283.77,UK pounds,UK pounds,UK,UK,Cheque
12:47:47,5/7/2026,7669236826,9616268671,10886.29,UK pounds,UK pounds,UK,UK,Credit card
12:47:48,5/7/2026,4488382798,1396808599,3714.67,UK pounds,UK pounds,UK,UK,Cash Deposit
12:47:49,5/7/2026,8465013530,2534644942,16755.42,UK pounds,Euro,UK,France,Cross-border
12:47:49,5/7/2026,868568688,5708936901,12680.78,UK pounds,UK pounds,UK,UK,ACH
12:47:50,5/7/2026,9599009457,8900742620,6227.22,UK pounds,Swiss franc,UK,Switzerland,Cross-border
12:47:51,5/7/2026,7429893910,5219812723,6214.48,UK pounds,UK pounds,UK,UK,Credit card
12:47:53,5/7/2026,7421451752,1702377336,6618.68,UK pounds,UK pounds,UK,UK,Cheque
12:47:54,5/7/2026,2365007895,2812285491,13216.96,UK pounds,UK pounds,UK,UK,ACH
12:47:57,5/7/2026,2092970761,4161896327,361605.65,UK pounds,UK pounds,UK,UK,Cheque
12:47:57,5/7/2026,4117755003,6646502650,8562.84,UK pounds,Euro,UK,France,Cross-border
12:47:57,5/7/2026,5195441820,9600420260,8182.89,UK pounds,UK pounds,UK,UK,ACH
12:47:58,5/7/2026,14539122,6953672776,6073,UK pounds,Mexican Peso,UK,Mexico,Cross-border
12:48:08,5/7/2026,5021785800,4065028145,4395.25,UK pounds,Euro,UK,Austria,Cross-border
12:48:09,5/7/2026,7758268667,4048410232,17742.93,UK pounds,UK pounds,UK,UK,Credit card
12:48:09,5/7/2026,8494878354,3695545812,5601.29,UK pounds,UK pounds,UK,UK,ACH
12:48:14,5/7/2026,7978501298,6465504473,6905.59,UK pounds,UK pounds,UK,UK,Cheque
12:48:14,5/7/2026,6116657264,224176497,4622.53,UK pounds,UK pounds,UK,UK,Credit card
12:48:17,5/7/2026,8580470382,9618811392,12242.97,Euro,UK pounds,France,UK,Cross-border
12:48:18,5/7/2026,2365007895,5391949334,9258.37,UK pounds,UK pounds,UK,UK,Cheque
12:48:19,5/7/2026,9941194188,8518184956,20734.14,UK pounds,UK pounds,UK,UK,Debit card
12:48:19,5/7/2026,7293339277,3156498270,3434.86,UK pounds,UK pounds,UK,UK,ACH
12:48:19,5/7/2026,9402994493,2286910173,11915.8,UK pounds,UK pounds,UK,UK,Cheque
12:48:21,5/7/2026,6380185082,1316458123,4595.33,UK pounds,Mexican Peso,UK,Mexico,Cross-border
12:48:28,5/7/2026,428005894,5267093239,3525.8,UK pounds,UK pounds,UK,UK,Debit card
12:48:28,5/7/2026,4626052554,1429694649,11548.5,UK pounds,Indian rupee,UK,UK,Cheque
12:48:29,5/7/2026,7788310039,5103043844,10682.22,UK pounds,Naira,UK,Nigeria,Cross-border
12:48:30,5/7/2026,431554764,3331273253,86939.95,UK pounds,UK pounds,UK,UK,Credit card
12:48:41,5/7/2026,816706378,1693177629,760.63,UK pounds,UK pounds,UK,UK,Credit card
12:48:47,5/7/2026,2826317502,4270865741,4855.78,UK pounds,UK pounds,UK,UK,Debit card
12:48:50,5/7/2026,6425422701,1504917428,3332.08,UK pounds,UK pounds,UK,UK,Cheque
12:48:50,5/7/2026,6351828759,1517549620,86.76,UK pounds,UK pounds,UK,UK,Cash Withdrawal
12:48:51,5/7/2026,648042519,1198033871,13881.66,UK pounds,UK pounds,UK,UK,Credit card
12:48:53,5/7/2026,9099928806,7050466687,6457.02,UK pounds,UK pounds,UK,UK,Debit card
12:48:54,5/7/2026,4155741052,4057292713,4124.6,UK pounds,UK pounds,UK,UK,Debit card
12:48:55,5/7/2026,7758268667,7778416970,7224.11,UK pounds,UK pounds,UK,UK,Debit card
12:48:55,5/7/2026,9714134980,9803847813,2868.64,UK pounds,UK pounds,UK,UK,ACH
12:49:01,5/7/2026,3023037899,5103043844,31389.07,UK pounds,Naira,UK,Nigeria,Cross-border
12:49:04,5/7/2026,8952177221,6424463145,12729.22,UK pounds,UK pounds,UK,UK,Credit card
12:49:05,5/7/2026,4045011140,5628674969,6956.64,UK pounds,UK pounds,UK,UK,Debit card
12:49:06,5/7/2026,4475683920,5572385849,16.24,UK pounds,UK pounds,UK,UK,Cash Withdrawal
12:49:06,5/7/2026,1945678182,9640003529,22930.71,UK pounds,UK pounds,UK,UK,Credit card
12:49:07,5/7/2026,3711017685,5896180453,10993.2,UK pounds,UK pounds,UK,UK,Credit card
12:49:08,5/7/2026,869649682,2534644942,8190.16,UK pounds,Euro,UK,France,Cross-border
12:49:10,5/7/2026,4183388700,4833559967,590.28,UK pounds,UK pounds,UK,UK,ACH
12:49:11,5/7/2026,2070714595,717639401,5559.31,UK pounds,UK pounds,UK,UK,Cash Deposit
12:49:11,5/7/2026,1574021353,6945596182,10010.75,UK pounds,UK pounds,UK,UK,Credit card
12:49:14,5/7/2026,5027255141,4270865741,6241.44,UK pounds,UK pounds,UK,UK,Credit card
12:49:15,5/7/2026,1378784400,5224271258,16895.38,UK pounds,UK pounds,UK,UK,ACH
12:49:18,5/7/2026,3312525901,6265371097,17847.49,UK pounds,UK pounds,UK,UK,Debit card
12:49:38,5/7/2026,8572310683,5896180453,6083.95,UK pounds,UK pounds,UK,UK,ACH
12:49:40,5/7/2026,1382513766,6444220418,8545.24,UK pounds,UK pounds,UK,UK,Debit card
12:49:41,5/7/2026,3158538471,6698805571,369.69,UK pounds,UK pounds,UK,UK,Cheque
12:49:41,5/7/2026,5343684154,6508588067,418.77,UK pounds,UK pounds,UK,UK,Credit card
12:49:43,5/7/2026,2826317502,4270865741,4900.12,UK pounds,UK pounds,UK,UK,Cheque
12:49:46,5/7/2026,7680300896,9392700144,2201.78,UK pounds,UK pounds,UK,UK,Cash Deposit
12:49:49,5/7/2026,2547342518,8518184956,19927.95,UK pounds,UK pounds,UK,UK,ACH
12:49:50,5/7/2026,9436897258,157935948,6019.1,UK pounds,Yen,UK,UK,Credit card
12:49:53,5/7/2026,5869567125,8518184956,7005.56,UK pounds,UK pounds,UK,UK,ACH
12:49:57,5/7/2026,354061740,219128841,9701.77,UK pounds,UK pounds,UK,UK,Cheque
12:49:58,5/7/2026,826653192,1431561040,11337.76,UK pounds,UK pounds,UK,UK,ACH
12:50:00,5/7/2026,6026526172,9232728841,1698.25,UK pounds,UK pounds,UK,UK,Debit card
12:50:01,5/7/2026,9136318143,2138505015,7196.56,UK pounds,Dirham,UK,UAE,Cross-border
12:50:02,5/7/2026,8456279067,3681770380,22181.23,UK pounds,UK pounds,UK,UK,Credit card
12:50:03,5/7/2026,2369116599,4173195094,16341.35,UK pounds,UK pounds,UK,UK,Cheque
12:50:05,5/7/2026,7548422007,4270865741,7678.96,UK pounds,UK pounds,UK,UK,Debit card
12:50:07,5/7/2026,8237941067,9105769228,5873.92,UK pounds,UK pounds,UK,UK,ACH
12:50:13,5/7/2026,2981525660,8895741494,2354.08,UK pounds,UK pounds,UK,UK,Cheque
12:50:16,5/7/2026,3452368468,2111706195,14860.86,UK pounds,UK pounds,UK,UK,ACH
12:50:17,5/7/2026,371458209,6070906973,430.62,UK pounds,UK pounds,UK,UK,Cheque
12:50:21,5/7/2026,5460360634,5882500635,1838.14,UK pounds,UK pounds,UK,UK,ACH
12:50:23,5/7/2026,4927310100,5384712251,1900.19,UK pounds,UK pounds,UK,UK,ACH
12:50:26,5/7/2026,2136023308,2650600631,5952.12,UK pounds,UK pounds,UK,UK,ACH
12:50:26,5/7/2026,4083626700,3531296156,22017.75,UK pounds,UK pounds,UK,UK,ACH
12:50:26,5/7/2026,6514324496,3901789467,8966.39,UK pounds,UK pounds,UK,UK,Cheque
12:50:28,5/7/2026,7423492101,8172080174,10947.67,UK pounds,UK pounds,UK,UK,Cheque
12:50:29,5/7/2026,6799939543,556871543,11378.9,UK pounds,UK pounds,UK,UK,ACH
12:50:31,5/7/2026,5582784249,3240525083,56.8,UK pounds,UK pounds,UK,UK,Cash Withdrawal
12:50:32,5/7/2026,5424728274,4336977506,5134.36,UK pounds,UK pounds,UK,UK,Debit card
12:50:35,5/7/2026,8513630384,8401906350,492.34,UK pounds,UK pounds,UK,UK,Cheque
12:50:39,5/7/2026,3310157274,2413756718,1222.64,UK pounds,UK pounds,UK,UK,ACH
12:50:41,5/7/2026,4203072348,8715127537,1181.17,UK pounds,UK pounds,UK,UK,ACH
12:50:42,5/7/2026,7122195351,147138958,11412.38,UK pounds,UK pounds,UK,UK,ACH
12:50:45,5/7/2026,4899332114,6034997194,10122.56,UK pounds,UK pounds,UK,UK,ACH
12:50:45,5/7/2026,5714926472,2534644942,5115.01,UK pounds,Euro,UK,France,Cross-border
12:50:48,5/7/2026,4500376293,5816939465,15612.65,UK pounds,UK pounds,UK,UK,Credit card
12:50:52,5/7/2026,5850804427,8126657622,6565.01,UK pounds,UK pounds,UK,UK,Debit card
12:50:53,5/7/2026,6086421020,8785037379,8283.13,UK pounds,UK pounds,UK,UK,Credit card
12:50:54,5/7/2026,4121324384,114960068,8548.31,Euro,Dirham,Spain,UAE,Cross-border
12:50:54,5/7/2026,9734083970,7428731807,5018.01,UK pounds,UK pounds,UK,UK,Credit card
12:50:54,5/7/2026,9529928225,4173195094,6532.35,UK pounds,UK pounds,UK,UK,Cheque
12:50:55,5/7/2026,1426850668,3350955567,3008.31,UK pounds,UK pounds,UK,UK,Cheque
12:50:55,5/7/2026,4192345805,8122269390,207.27,UK pounds,UK pounds,UK,UK,Cash Withdrawal
12:51:00,5/7/2026,4737118318,6281764313,1153.4,UK pounds,UK pounds,UK,UK,Credit card
12:51:01,5/7/2026,5894944078,6809988965,5264.91,UK pounds,UK pounds,UK,UK,ACH
12:51:05,5/7/2026,2505275986,1309177624,227.12,UK pounds,UK pounds,UK,UK,ACH
12:51:05,5/7/2026,7707810729,8246020125,384.92,UK pounds,UK pounds,UK,UK,ACH
12:51:17,5/7/2026,3614082527,1732858296,9330.35,UK pounds,UK pounds,UK,UK,Cheque
12:51:19,5/7/2026,9028283018,4929206320,4297.25,UK pounds,UK pounds,UK,UK,Credit card
12:51:20,5/7/2026,6979197118,7218000124,24300.77,UK pounds,UK pounds,UK,UK,ACH
12:51:22,5/7/2026,1163488941,6968888001,1542.25,UK pounds,UK pounds,UK,UK,Credit card
12:51:24,5/7/2026,2567778405,2023751762,1055.52,UK pounds,UK pounds,UK,UK,Credit card
12:51:24,5/7/2026,7561269221,1593542958,1472.15,UK pounds,UK pounds,UK,UK,Credit card
12:51:25,5/7/2026,1653637336,646897776,343.71,UK pounds,UK pounds,UK,UK,ACH
12:51:25,5/7/2026,6086421020,3819548816,4770.18,UK pounds,UK pounds,UK,UK,Cheque
12:51:27,5/7/2026,9821473719,7911838705,3786.07,UK pounds,UK pounds,UK,UK,Cheque
12:51:33,5/7/2026,1078784207,8673917867,8660.55,UK pounds,UK pounds,UK,UK,Credit card
12:51:35,5/7/2026,420570262,5103043844,6035.63,UK pounds,Naira,UK,Nigeria,Cross-border
12:51:38,5/7/2026,8053683950,6522784509,6187.7,UK pounds,UK pounds,UK,UK,Credit card
12:51:39,5/7/2026,5293966138,3079818547,14536.13,UK pounds,UK pounds,UK,UK,Debit card
12:51:44,5/7/2026,6472339869,2317222461,391.91,UK pounds,UK pounds,UK,UK,Cheque
12:51:46,5/7/2026,8137373839,4660574028,1774.85,UK pounds,UK pounds,UK,UK,Credit card
12:51:46,5/7/2026,5937469545,1924386173,3732.84,UK pounds,UK pounds,UK,UK,Credit card
12:51:49,5/7/2026,3546760302,4858692308,4977.61,UK pounds,UK pounds,UK,UK,Cheque
12:51:54,5/7/2026,1378784400,8617902721,6244.78,UK pounds,UK pounds,UK,UK,Cheque
12:51:54,5/7/2026,3871091716,7364302135,207.31,UK pounds,UK pounds,UK,UK,Cash Withdrawal
12:51:59,5/7/2026,7983236375,9731460197,9946.02,UK pounds,UK pounds,UK,UK,Credit card
12:51:59,5/7/2026,9366381483,8782574328,589.56,UK pounds,UK pounds,UK,UK,Debit card
12:52:04,5/7/2026,5702595560,8094758519,1987.74,UK pounds,UK pounds,UK,UK,Debit card
12:52:11,5/7/2026,3452368468,7131477851,5219.53,UK pounds,UK pounds,UK,UK,Debit card
12:52:14,5/7/2026,9299398344,8895096015,213.08,UK pounds,UK pounds,UK,UK,Cash Withdrawal
12:52:21,5/7/2026,759950748,7523088692,701.89,Euro,UK pounds,Austria,UK,Cross-border
12:52:22,5/7/2026,9870356578,2127593684,196.57,UK pounds,UK pounds,UK,UK,ACH
12:52:28,5/7/2026,9734083970,2792106785,7820.55,UK pounds,UK pounds,UK,UK,Credit card
12:52:30,5/7/2026,6405814883,1248761149,2892.13,UK pounds,UK pounds,UK,UK,Credit card
12:52:30,5/7/2026,9266866834,9557126380,137.07,UK pounds,UK pounds,UK,UK,Cash Withdrawal
12:52:34,5/7/2026,3510078932,8722924810,8049.53,UK pounds,Albanian lek,UK,Albania,Cross-border
12:52:35,5/7/2026,6404844146,5628674969,6578.11,UK pounds,UK pounds,UK,UK,ACH
12:52:37,5/7/2026,6405814883,4250513480,1833.84,UK pounds,UK pounds,UK,UK,Cheque
12:52:41,5/7/2026,3905907712,6432210990,1575.78,UK pounds,UK pounds,UK,UK,Cheque
12:52:42,5/7/2026,6954695719,1044407325,10060.98,UK pounds,UK pounds,UK,UK,Cheque
12:52:44,5/7/2026,3504832350,3695545812,4737.81,UK pounds,UK pounds,UK,UK,Credit card
12:52:47,5/7/2026,6411476316,8352571580,9764.51,UK pounds,UK pounds,UK,UK,ACH
12:52:50,5/7/2026,4106833178,1695584314,1729.41,UK pounds,UK pounds,UK,UK,Cheque
12:52:52,5/7/2026,7669236826,5112224952,9694.87,UK pounds,UK pounds,UK,UK,Cheque
12:52:58,5/7/2026,2348186221,2886346673,6046.88,UK pounds,UK pounds,UK,UK,ACH
12:52:59,5/7/2026,9658628699,3695545812,12137.6,UK pounds,UK pounds,UK,UK,Cheque
12:53:04,5/7/2026,7307153455,7757911427,869.54,UK pounds,UK pounds,UK,UK,Credit card
12:53:04,5/7/2026,4390278719,8172080174,25508.09,UK pounds,UK pounds,UK,UK,ACH
12:53:10,5/7/2026,4890175716,5057380538,478.49,UK pounds,UK pounds,UK,UK,Credit card
12:53:11,5/7/2026,3491306657,3661346932,310.04,UK pounds,UK pounds,UK,UK,Cash Withdrawal
12:53:13,5/7/2026,5774648533,7892884492,10972.59,UK pounds,US dollar,UK,USA,Cross-border
12:53:17,5/7/2026,465072092,3330832813,1083.58,UK pounds,UK pounds,UK,UK,Cash Deposit
12:53:18,5/7/2026,4677082047,8706047954,1359.63,UK pounds,UK pounds,UK,UK,Cash Deposit
12:53:18,5/7/2026,3465671884,6034997194,5837.65,UK pounds,UK pounds,UK,UK,Debit card
12:53:18,5/7/2026,8686443013,3695545812,8212.4,UK pounds,Euro,UK,UK,Debit card
12:53:19,5/7/2026,4636265179,7818457449,619.35,Albanian lek,UK pounds,UK,UK,Cheque
